3.0
0.8944 0.4472 0 
0.2764 0.4472 -0.8507 
-0.7236 0.4472 -0.5257 
-0.7236 0.4472 0.5257 
0.2764 0.4472 0.8507 
0.7236 -0.4472 -0.5257 
-0.2764 -0.4472 -0.8507 
-0.8944 -0.4472 0 
-0.2764 -0.4472 0.8507 
0.7236 -0.4472 0.5257 
0 -1 0 
0.2733 0.9619 0 
0.5257 0.8507 0 
0.7382 0.6746 0 
0.08444 0.9619 -0.2599 
0.1625 0.8507 -0.5 
0.2281 0.6746 -0.702 
-0.2211 0.9619 -0.1606 
-0.4253 0.8507 -0.309 
-0.5972 0.6746 -0.4339 
-0.2211 0.9619 0.1606 
-0.4253 0.8507 0.309 
-0.5972 0.6746 0.4339 
0.08444 0.9619 0.2599 
0.1625 0.8507 0.5 
0.2281 0.6746 0.702 
0.8226 0.5057 -0.2599 
0.6882 0.5257 -0.5 
0.5014 0.5057 -0.702 
0.007031 0.5057 -0.8627 
-0.2629 0.5257 -0.809 
-0.5128 0.5057 -0.6938 
-0.8183 0.5057 -0.2733 
-0.8507 0.5257 0 
-0.8183 0.5057 0.2733 
-0.5128 0.5057 0.6938 
-0.2629 0.5257 0.809 
0.007032 0.5057 0.8627 
0.5014 0.5057 0.702 
0.6882 0.5257 0.5 
0.8226 0.5057 0.2599 
0.9593 0.2325 -0.1606 
0.9511 0 -0.309 
0.8705 -0.2325 -0.4339 
0.1437 0.2325 -0.9619 
0 0 -1 
-0.1437 -0.2325 -0.9619 
-0.8705 0.2325 -0.4339 
-0.9511 0 -0.309 
-0.9593 -0.2325 -0.1606 
-0.6816 0.2325 0.6938 
-0.5878 0 0.809 
-0.4492 -0.2325 0.8627 
0.4492 0.2325 0.8627 
0.5878 0 0.809 
0.6816 -0.2325 0.6938 
0.9593 0.2325 0.1606 
0.9511 0 0.309 
0.8705 -0.2325 0.4339 
0.4492 0.2325 -0.8627 
0.5878 0 -0.809 
0.6816 -0.2325 -0.6938 
-0.6816 0.2325 -0.6938 
-0.5878 0 -0.809 
-0.4492 -0.2325 -0.8627 
-0.8705 0.2325 0.4339 
-0.9511 0 0.309 
-0.9593 -0.2325 0.1606 
0.1437 0.2325 0.9619 
0 0 1 
-0.1437 -0.2325 0.9619 
0.5128 -0.5057 -0.6938 
0.2629 -0.5257 -0.809 
-0.007031 -0.5057 -0.8627 
-0.5014 -0.5057 -0.702 
-0.6882 -0.5257 -0.5 
-0.8226 -0.5057 -0.2599 
-0.8226 -0.5057 0.2599 
-0.6882 -0.5257 0.5 
-0.5014 -0.5057 0.702 
-0.007031 -0.5057 0.8627 
0.2629 -0.5257 0.809 
0.5128 -0.5057 0.6938 
0.8183 -0.5057 0.2733 
0.8507 -0.5257 0 
0.8183 -0.5057 -0.2733 
0.2211 -0.9619 -0.1606 
0.4253 -0.8507 -0.309 
0.5972 -0.6746 -0.4339 
-0.08444 -0.9619 -0.2599 
-0.1625 -0.8507 -0.5 
-0.2281 -0.6746 -0.702 
-0.2733 -0.9619 0 
-0.5257 -0.8507 0 
-0.7382 -0.6746 0 
-0.08444 -0.9619 0.2599 
-0.1625 -0.8507 0.5 
-0.2281 -0.6746 0.702 
0.2211 -0.9619 0.1606 
0.4253 -0.8507 0.309 
0.5972 -0.6746 0.4339 
0.3618 0.8944 -0.2629 
0.6179 0.7404 -0.2647 
0.4427 0.7404 -0.5058 
-0.1382 0.8944 -0.4253 
-0.06079 0.7404 -0.6694 
-0.3443 0.7404 -0.5773 
-0.4472 0.8944 0 
-0.6554 0.7404 -0.149 
-0.6554 0.7404 0.149 
-0.1382 0.8944 0.4253 
-0.3443 0.7404 0.5773 
-0.06079 0.7404 0.6694 
0.3618 0.8944 0.2629 
0.4427 0.7404 0.5058 
0.6179 0.7404 0.2647 
1 0 0 
0.9554 -0.2551 0.149 
0.9554 -0.2551 -0.149 
0.309 0 -0.9511 
0.437 -0.2551 -0.8625 
0.1535 -0.2551 -0.9547 
-0.809 0 -0.5878 
-0.6853 -0.2551 -0.6821 
-0.8605 -0.2551 -0.441 
-0.809 0 0.5878 
-0.8605 -0.2551 0.441 
-0.6853 -0.2551 0.6821 
0.309 0 0.9511 
0.1535 -0.2551 0.9547 
0.437 -0.2551 0.8625 
0.809 0 -0.5878 
0.6853 0.2551 -0.6821 
0.8605 0.2551 -0.441 
-0.309 0 -0.9511 
-0.437 0.2551 -0.8625 
-0.1535 0.2551 -0.9547 
-1 0 0 
-0.9554 0.2551 0.149 
-0.9554 0.2551 -0.149 
-0.309 0 0.9511 
-0.1535 0.2551 0.9547 
-0.437 0.2551 0.8625 
0.809 0 0.5878 
0.8605 0.2551 0.441 
0.6853 0.2551 0.6821 
0.1382 -0.8944 -0.4253 
0.06079 -0.7404 -0.6694 
0.3443 -0.7404 -0.5773 
-0.3618 -0.8944 -0.2629 
-0.6179 -0.7404 -0.2647 
-0.4427 -0.7404 -0.5058 
-0.3618 -0.8944 0.2629 
-0.4427 -0.7404 0.5058 
-0.6179 -0.7404 0.2647 
0.1382 -0.8944 0.4253 
0.3443 -0.7404 0.5773 
0.06079 -0.7404 0.6694 
0.4472 -0.8944 0 
0.6554 -0.7404 -0.149 
0.6554 -0.7404 0.149
